Država,Zlate medalje,Srebrne medalje,Bronaste medalje,Skupaj
Austria,3,4,4,11
Canada,1,1,1,3
Czechoslovakia,1,2,1,4
Federal Republic of Germany,2,2,3,7
Finland,1,2,2,5
France,4,3,2,9
German Democratic Republic (Germany),1,2,2,5
Italy,4,0,0,4
Netherlands,3,3,3,9
Norway,6,6,2,14
Romania,0,0,1,1
Sweden,3,2,3,8
Switzerland,0,2,4,6
USSR,5,5,3,13
United States of America,1,5,1,7
