Država,Zlate medalje,Srebrne medalje,Bronaste medalje,Skupaj
Australia,2,2,3,7
Austria,0,2,2,4
Belgium,2,1,3,6
Canada,3,2,3,8
Denmark,1,6,5,12
Finland,9,8,9,26
France,7,5,3,15
Germany,6,13,7,26
Great Britain,10,15,16,41
Greece,1,0,1,2
Hungary,3,2,3,8
Italy,5,1,2,8
Netherlands,0,0,3,3
Norway,3,2,5,10
Russian Federation,0,2,3,5
South Africa,4,2,0,6
Sweden,23,25,17,65
Switzerland,1,0,0,1
United States of America,26,19,19,64
